Agent,w_0,w_1,w_2,w_3
agent_1600,0.580466,0.808593,0.295164,0.142288
agent_1601,0.517336,0.919863,0.348154,0.083955
agent_1602,0.581839,1.000000,0.380383,0.000000
agent_1603,0.744118,0.680129,0.372529,0.345890
agent_1604,0.436615,0.804915,0.437664,0.217533
agent_1605,0.482241,0.909075,0.480206,0.295645
agent_1606,0.680167,0.750032,0.068283,0.094845
agent_1607,0.582764,0.764427,0.408773,0.292867
agent_1608,0.427941,0.970997,0.322249,0.347179
agent_1609,0.512134,0.693749,0.462290,0.287182
agent_1610,0.597596,0.780705,0.406850,0.132203
agent_1611,0.833300,0.929947,0.432088,0.147685
agent_1612,0.354941,0.888984,0.464180,0.271789
agent_1613,0.636828,0.718762,0.336712,0.175507
agent_1614,0.630476,0.794460,0.391672,0.105063
agent_1615,0.540181,0.663043,0.500703,0.195123
agent_1616,0.616476,0.781225,0.397586,0.276344
agent_1617,0.634263,0.869019,0.383335,0.266395
agent_1618,0.653460,0.878624,0.462733,0.483324
agent_1619,0.514207,0.789747,0.445915,0.289021
agent_1620,0.389834,0.992835,0.183527,0.210285
agent_1621,0.691847,0.807688,0.465952,0.256262
agent_1622,0.610594,0.765116,0.274523,0.224192
agent_1623,0.597987,0.608995,0.416733,0.080723
agent_1624,0.671159,0.879447,0.398203,0.123530
agent_1625,0.547667,0.740292,0.241744,0.213297
agent_1626,0.642131,0.688194,0.409948,0.210826
agent_1627,0.432331,0.878722,0.473365,0.176077
agent_1628,0.693004,0.795426,0.362607,0.201941
agent_1629,0.599866,0.830337,0.428462,0.144162
agent_1630,0.577974,0.776392,0.416863,0.057536
agent_1631,0.692660,0.921050,0.422973,0.168158
agent_1632,0.712836,0.681480,0.360310,0.014900
agent_1633,0.576352,0.869137,0.510457,0.163468
agent_1634,0.503670,0.816657,0.365937,0.377592
agent_1635,0.548570,0.640444,0.241347,0.000000
agent_1636,0.760086,0.767277,0.449838,0.132219
agent_1637,0.523861,0.842332,0.349969,0.334047
agent_1638,0.484360,0.831390,0.416775,0.273469
agent_1639,0.523468,0.790335,0.473024,0.111011
agent_1640,0.744081,0.725869,0.315494,0.000000
agent_1641,0.498368,0.823331,0.346490,0.343923
agent_1642,0.611270,1.000000,0.421216,0.116334
agent_1643,0.576937,0.771431,0.344083,0.259342
agent_1644,0.510136,0.574884,0.464749,0.099753
agent_1645,0.716926,0.951297,0.281325,0.217703
agent_1646,0.518533,0.897092,0.430879,0.262005
agent_1647,0.606987,0.762271,0.596387,0.199793
agent_1648,0.718028,0.930306,0.329940,0.281041
agent_1649,0.472747,0.809760,0.443002,0.122060
agent_1650,0.498725,0.827454,0.349879,0.381051
agent_1651,0.554537,0.826508,0.236546,0.103485
agent_1652,0.628039,0.891544,0.331280,0.174907
agent_1653,0.624324,0.726125,0.506879,0.269392
agent_1654,0.750719,0.821838,0.306535,0.139718
agent_1655,0.656216,0.696647,0.307906,0.292451
agent_1656,0.584085,0.708735,0.339418,0.129013
agent_1657,0.554561,0.672087,0.517397,0.262653
agent_1658,0.661152,0.794438,0.523098,0.173375
agent_1659,0.695566,0.692656,0.308931,0.259066
agent_1660,0.453623,0.854513,0.434808,0.188940
agent_1661,0.486113,0.821469,0.678742,0.274678
agent_1662,0.595510,0.815370,0.558243,0.267551
agent_1663,0.534796,0.928512,0.359113,0.126126
agent_1664,0.380149,0.601661,0.344385,0.492324
agent_1665,0.538694,0.991866,0.470314,0.086973
agent_1666,0.532830,0.882141,0.381915,0.157981
agent_1667,0.402217,0.848853,0.382497,0.353396
agent_1668,0.743551,0.831278,0.437054,0.145860
agent_1669,0.606696,0.849193,0.449055,0.289021
agent_1670,0.590213,0.760142,0.305714,0.276731
agent_1671,0.507408,0.831982,0.462229,0.400785
agent_1672,0.566410,0.800694,0.366825,0.262082
agent_1673,0.687586,0.747223,0.256607,0.073119
agent_1674,0.711776,0.895294,0.253081,0.449482
agent_1675,0.609274,0.794804,0.389375,0.068018
agent_1676,0.710831,0.595424,0.395611,0.236840
agent_1677,0.586579,0.766928,0.486394,0.313594
agent_1678,0.455035,0.760741,0.463588,0.139949
agent_1679,0.488952,0.688939,0.462643,0.261974
agent_1680,0.638685,0.709129,0.372721,0.432252
agent_1681,0.538829,0.705462,0.438638,0.158740
agent_1682,0.668492,0.721314,0.277365,0.129965
agent_1683,0.587683,0.776584,0.452501,0.208651
agent_1684,0.834505,0.796208,0.458399,0.363201
agent_1685,0.462912,0.894496,0.462641,0.285472
agent_1686,0.581035,0.923561,0.361440,0.157818
agent_1687,0.550955,0.677539,0.353403,0.171818
agent_1688,0.629186,0.837503,0.277974,0.100545
agent_1689,0.641212,0.770751,0.346330,0.000000
agent_1690,0.600935,0.810827,0.463936,0.171739
agent_1691,0.706167,0.920499,0.365558,0.170085
agent_1692,0.724573,0.775759,0.407524,0.203222
agent_1693,0.604971,0.740540,0.487423,0.294493
agent_1694,0.457488,0.757797,0.520521,0.025041
agent_1695,0.482217,0.724331,0.413281,0.086757
agent_1696,0.801447,0.681278,0.221286,0.100136
agent_1697,0.566164,0.807247,0.462340,0.266474
agent_1698,0.740360,0.798407,0.359546,0.250006
agent_1699,0.726479,0.910187,0.442865,0.055934
agent_1700,0.559910,0.920565,0.347596,0.237567
agent_1701,0.679982,0.832047,0.418773,0.272008
agent_1702,0.683466,0.798856,0.448111,0.232203
agent_1703,0.575186,0.735007,0.558089,0.156614
agent_1704,0.611649,0.738278,0.444362,0.311212
agent_1705,0.511723,0.690965,0.413057,0.249555
agent_1706,0.592793,0.893808,0.404427,0.084149
agent_1707,0.621467,0.658163,0.366727,0.281676
agent_1708,0.418024,0.682034,0.419269,0.220885
agent_1709,0.551616,0.618403,0.361557,0.043323
agent_1710,0.606430,0.843297,0.462786,0.081672
agent_1711,0.603453,0.703408,0.381738,0.211596
agent_1712,0.683220,0.862252,0.258983,0.223754
agent_1713,0.733632,0.631875,0.443816,0.045179
agent_1714,0.689306,0.807044,0.417469,0.107378
agent_1715,0.691465,0.994316,0.493725,0.340952
agent_1716,0.548756,0.683795,0.522177,0.426055
agent_1717,0.588541,0.604729,0.251548,0.102849
agent_1718,0.480631,0.918961,0.078048,0.013786
agent_1719,0.528648,0.637676,0.338606,0.202366
agent_1720,0.535611,0.744734,0.349327,0.259448
agent_1721,0.459870,0.794644,0.299057,0.082618
agent_1722,0.470840,0.713550,0.304145,0.165485
agent_1723,0.577250,0.985169,0.338196,0.277330
agent_1724,0.611157,0.860235,0.484590,0.133699
agent_1725,0.578291,0.828734,0.353391,0.097528
agent_1726,0.707645,0.692807,0.414480,0.027821
agent_1727,0.699314,0.778332,0.440652,0.205909
agent_1728,0.501269,0.790006,0.548029,0.341167
agent_1729,0.715003,0.853105,0.290119,0.306122
agent_1730,0.639622,0.936299,0.316870,0.060573
agent_1731,0.688339,0.700138,0.329393,0.087885
agent_1732,0.415347,0.727787,0.438284,0.116756
agent_1733,0.386896,0.925335,0.026094,0.248901
agent_1734,0.753426,0.914460,0.357234,0.186590
agent_1735,0.669428,0.614044,0.528777,0.308462
agent_1736,0.432639,0.835725,0.400457,0.109348
agent_1737,0.583714,0.700881,0.343545,0.005486
agent_1738,0.574637,0.827308,0.345455,0.131070
agent_1739,0.617841,0.639642,0.291520,0.170418
agent_1740,0.465860,0.682958,0.355303,0.249426
agent_1741,0.691109,0.922769,0.261717,0.089603
agent_1742,0.555592,0.851468,0.476566,0.110930
agent_1743,0.684606,0.772270,0.387600,0.329151
agent_1744,0.694808,0.770277,0.434284,0.172321
agent_1745,0.671978,0.633139,0.489134,0.203256
agent_1746,0.638742,0.832259,0.325598,0.245409
agent_1747,0.646056,0.778481,0.552681,0.349044
agent_1748,0.591892,0.633210,0.611315,0.341016
agent_1749,0.676247,0.736607,0.364048,0.104646
agent_1750,0.771638,0.676211,0.269020,0.150730
agent_1751,0.527721,0.795654,0.522429,0.062669
agent_1752,0.485250,0.801034,0.280848,0.308724
agent_1753,0.682980,0.835947,0.356695,0.083279
agent_1754,0.579776,0.766721,0.388097,0.176473
agent_1755,0.549622,0.636061,0.481820,0.223221
agent_1756,0.524978,0.828633,0.268166,0.160991
agent_1757,0.681735,0.982616,0.353650,0.220772
agent_1758,0.502898,0.820937,0.442488,0.159510
agent_1759,0.762548,0.676498,0.282548,0.123729
agent_1760,0.581806,0.787830,0.377988,0.070678
agent_1761,0.586540,0.738765,0.331032,0.199520
agent_1762,0.638254,0.723519,0.341856,0.272578
agent_1763,0.512036,0.691730,0.497593,0.164982
agent_1764,0.692726,0.574689,0.322373,0.264573
agent_1765,0.664571,0.893767,0.320365,0.047064
agent_1766,0.554979,0.876571,0.394011,0.395090
agent_1767,0.561006,0.913999,0.377159,0.327441
agent_1768,0.437264,0.934631,0.338278,0.207738
agent_1769,0.561467,0.833647,0.472407,0.151235
agent_1770,0.729247,0.706365,0.492408,0.192652
agent_1771,0.551824,0.805672,0.571437,0.229447
agent_1772,0.558141,0.806362,0.402862,0.141851
agent_1773,0.674003,0.948610,0.264793,0.134678
agent_1774,0.746219,0.895079,0.400110,0.000000
agent_1775,0.642073,0.760801,0.487395,0.248379
agent_1776,0.581619,0.778445,0.258708,0.277945
agent_1777,0.737633,0.627272,0.619932,0.178675
agent_1778,0.542570,0.953683,0.357508,0.273796
agent_1779,0.569661,0.623775,0.312308,0.306780
agent_1780,0.545828,0.674325,0.528693,0.343204
agent_1781,0.699046,0.905201,0.377492,0.066355
agent_1782,0.652033,0.642737,0.417833,0.255221
agent_1783,0.588877,0.697486,0.383292,0.092746
agent_1784,0.571581,0.754998,0.308122,0.433695
agent_1785,0.676710,0.698686,0.490598,0.178335
agent_1786,0.804680,0.894057,0.134855,0.212498
agent_1787,0.462725,0.728607,0.457351,0.240645
agent_1788,0.689323,0.891453,0.268245,0.215122
agent_1789,0.686124,0.803687,0.531654,0.000000
agent_1790,0.545930,0.845726,0.517137,0.243825
agent_1791,0.362200,1.000000,0.438334,0.110771
agent_1792,0.585086,0.918291,0.306033,0.424822
agent_1793,0.871117,0.783563,0.472150,0.277498
agent_1794,0.665012,0.759387,0.393199,0.122039
agent_1795,0.697867,0.751007,0.276722,0.137110
agent_1796,0.517044,0.927014,0.335201,0.021287
agent_1797,0.379201,0.888692,0.376941,0.010005
agent_1798,0.472874,1.000000,0.411604,0.233975
agent_1799,0.546316,0.744956,0.397182,0.228449
agent_1800,0.664202,0.812565,0.514073,0.047025
agent_1801,0.657926,0.692442,0.404853,0.165805
agent_1802,0.412060,0.710294,0.354267,0.175691
agent_1803,0.694076,0.740969,0.238471,0.070403
agent_1804,0.724676,0.828575,0.405192,0.334005
agent_1805,0.606438,0.975218,0.591642,0.184402
agent_1806,0.543773,0.804679,0.478227,0.208914
agent_1807,0.585985,0.904833,0.287223,0.086853
agent_1808,0.543468,0.928547,0.407225,0.088153
agent_1809,0.554200,0.951873,0.411449,0.232814
agent_1810,0.557323,0.799019,0.558671,0.171881
agent_1811,0.691207,0.726451,0.362085,0.146488
agent_1812,0.619464,0.644861,0.322255,0.285183
agent_1813,0.749364,0.624242,0.504246,0.107848
agent_1814,0.598741,0.835521,0.360760,0.152990
agent_1815,0.656362,0.755136,0.414562,0.219342
agent_1816,0.549470,0.830569,0.471083,0.200365
agent_1817,0.514318,0.844873,0.442716,0.141821
agent_1818,0.594650,0.822381,0.319802,0.222023
agent_1819,0.580108,0.750714,0.430270,0.252116
agent_1820,0.492579,0.645950,0.429776,0.242882
agent_1821,0.570708,0.696413,0.392838,0.242402
agent_1822,0.481617,0.772614,0.535366,0.361988
agent_1823,0.502201,0.849982,0.336649,0.172034
agent_1824,0.547585,0.891914,0.365934,0.181042
agent_1825,0.499584,0.797162,0.318338,0.043440
agent_1826,0.469022,0.726265,0.543564,0.092998
agent_1827,0.911095,0.708955,0.537918,0.145765
agent_1828,0.498293,0.688064,0.393323,0.041312
agent_1829,0.631066,1.000000,0.370783,0.336095
agent_1830,0.627961,0.781211,0.296269,0.266237
agent_1831,0.613292,0.775472,0.433564,0.341291
agent_1832,0.576233,0.826696,0.387136,0.004176
agent_1833,0.485648,0.743496,0.441741,0.326854
agent_1834,0.558277,0.677476,0.327028,0.187561
agent_1835,0.723800,0.805132,0.308746,0.229847
agent_1836,0.448473,0.869032,0.407421,0.183144
agent_1837,0.437078,0.757065,0.452122,0.364782
agent_1838,0.490988,0.914876,0.349948,0.262218
agent_1839,0.679778,0.709276,0.409077,0.311747
agent_1840,0.650876,0.746192,0.410610,0.162213
agent_1841,0.614147,0.793901,0.354039,0.081662
agent_1842,0.603553,1.000000,0.645709,0.306687
agent_1843,0.518610,0.867811,0.408011,0.090442
agent_1844,0.790649,0.738244,0.370757,0.006478
agent_1845,0.552707,0.741442,0.397118,0.178694
agent_1846,0.597168,0.833145,0.480624,0.257645
agent_1847,0.674688,1.000000,0.429411,0.208891
agent_1848,0.615960,0.816501,0.405113,0.148697
agent_1849,0.607004,0.879663,0.342016,0.062261
agent_1850,0.653474,1.000000,0.418498,0.131479
agent_1851,0.543737,0.903625,0.420620,0.152490
agent_1852,0.723927,0.799068,0.384370,0.295938
agent_1853,0.520992,0.709417,0.299776,0.223934
agent_1854,0.778292,0.767319,0.368766,0.227163
agent_1855,0.786385,0.776901,0.289221,0.325427
agent_1856,0.587637,0.774282,0.482172,0.106741
agent_1857,0.530561,0.836002,0.469588,0.244106
agent_1858,0.710442,0.723873,0.236180,0.294260
agent_1859,0.571161,0.713124,0.484577,0.254003
agent_1860,0.434696,0.888147,0.409747,0.141964
agent_1861,0.530236,0.873692,0.449796,0.245882
agent_1862,0.529427,0.761258,0.508923,0.338086
agent_1863,0.662902,0.720519,0.567895,0.299172
agent_1864,0.740687,0.885215,0.484764,0.375161
agent_1865,0.660292,0.980731,0.301726,0.000000
agent_1866,0.561510,0.616935,0.143223,0.030354
agent_1867,0.446639,0.789725,0.327644,0.297696
agent_1868,0.470587,0.591119,0.431046,0.232669
agent_1869,0.709286,0.830054,0.531906,0.230346
agent_1870,0.392784,0.827915,0.437131,0.195598
agent_1871,0.829785,0.954704,0.373705,0.220370
agent_1872,0.556570,0.960944,0.146928,0.314731
agent_1873,0.552699,0.831562,0.586828,0.218232
agent_1874,0.630389,0.752220,0.527139,0.033538
agent_1875,0.590762,0.701103,0.495651,0.392486
agent_1876,0.400197,0.761999,0.369473,0.425216
agent_1877,0.559645,0.752787,0.280174,0.216997
agent_1878,0.589984,0.597631,0.394286,0.264073
agent_1879,0.664549,0.574258,0.319356,0.245806
agent_1880,0.729975,0.589558,0.411688,0.332021
agent_1881,0.523220,0.899937,0.364361,0.160081
agent_1882,0.594334,0.731211,0.415988,0.268915
agent_1883,0.588357,0.667592,0.335938,0.154725
agent_1884,0.582484,0.847965,0.380496,0.010076
agent_1885,0.507986,0.661329,0.507460,0.227405
agent_1886,0.545941,0.783391,0.198873,0.234497
agent_1887,0.654210,0.843713,0.289836,0.205867
agent_1888,0.638689,0.938950,0.417272,0.133568
agent_1889,0.649374,0.884515,0.326789,0.368071
agent_1890,0.405195,0.870216,0.555025,0.052180
agent_1891,0.511276,0.566656,0.406588,0.141457
agent_1892,0.688335,0.913419,0.592594,0.164555
agent_1893,0.489680,0.889023,0.357070,0.292107
agent_1894,0.592496,0.802862,0.239346,0.000000
agent_1895,0.554847,0.892759,0.390070,0.222158
agent_1896,0.458394,0.974023,0.393250,0.179926
agent_1897,0.701270,0.880562,0.268616,0.308895
agent_1898,0.516602,0.721057,0.222638,0.008837
agent_1899,0.332553,0.935707,0.403648,0.004169
agent_1900,0.706442,0.915774,0.319067,0.280925
agent_1901,0.692023,0.902514,0.453090,0.164666
agent_1902,0.615534,0.989034,0.475725,0.303666
agent_1903,0.693425,0.952402,0.376647,0.381210
agent_1904,0.670985,0.958728,0.481012,0.101978
agent_1905,0.769116,0.716038,0.126770,0.201810
agent_1906,0.584405,0.808048,0.480098,0.193574
agent_1907,0.632540,0.892694,0.598216,0.232420
agent_1908,0.637314,0.606560,0.489419,0.220081
agent_1909,0.682321,0.823701,0.411858,0.246042
agent_1910,0.501824,0.731977,0.312778,0.136063
agent_1911,0.439608,0.880249,0.535937,0.074342
agent_1912,0.633907,0.939539,0.266694,0.248707
agent_1913,0.700021,0.833441,0.309716,0.176045
agent_1914,0.421771,0.715346,0.406132,0.094062
agent_1915,0.671384,0.594708,0.498181,0.367034
agent_1916,0.612934,0.755331,0.241413,0.287748
agent_1917,0.553292,0.722507,0.503967,0.250297
agent_1918,0.554896,0.768556,0.143366,0.111028
agent_1919,0.759504,0.814470,0.331428,0.153718
agent_1920,0.557521,0.827053,0.575148,0.166260
agent_1921,0.763018,0.713979,0.509074,0.311259
agent_1922,0.534957,0.843742,0.415509,0.075691
agent_1923,0.469439,0.737123,0.249453,0.371650
agent_1924,0.560528,0.966368,0.429276,0.350911
agent_1925,0.669356,0.591033,0.432280,0.065956
agent_1926,0.648809,0.735091,0.375299,0.199547
agent_1927,0.551376,0.768460,0.161165,0.187614
agent_1928,0.421118,0.889248,0.406092,0.154306
agent_1929,0.541956,0.861076,0.284135,0.146371
agent_1930,0.544517,0.804832,0.355582,0.009467
agent_1931,0.304367,0.877869,0.295902,0.136285
agent_1932,0.745458,0.755175,0.409894,0.290589
agent_1933,0.723834,0.790242,0.305004,0.241314
agent_1934,0.585799,0.747642,0.313341,0.045458
agent_1935,0.627670,0.815818,0.445895,0.369690
agent_1936,0.675540,0.667902,0.413639,0.268586
agent_1937,0.549253,1.000000,0.163927,0.216051
agent_1938,0.609437,0.732049,0.394472,0.000000
agent_1939,0.581262,0.742035,0.542059,0.162455
agent_1940,0.526201,0.844400,0.223595,0.163436
agent_1941,0.545045,0.757428,0.503394,0.103983
agent_1942,0.540181,0.756597,0.548386,0.089046
agent_1943,0.750217,0.956200,0.446447,0.246189
agent_1944,0.652064,1.000000,0.495029,0.108983
agent_1945,0.639767,0.829961,0.410198,0.483114
agent_1946,0.727398,0.927456,0.549193,0.097512
agent_1947,0.557949,0.911091,0.343770,0.331811
agent_1948,0.639543,0.813590,0.230239,0.262066
agent_1949,0.691727,0.781492,0.370417,0.038798
agent_1950,0.689132,0.821472,0.466313,0.090584
agent_1951,0.717774,0.908056,0.405975,0.244591
agent_1952,0.624787,0.808001,0.469963,0.129504
agent_1953,0.654026,0.803859,0.356596,0.176931
agent_1954,0.669825,0.913090,0.463150,0.116822
agent_1955,0.757909,1.000000,0.447035,0.093905
agent_1956,0.524188,0.689601,0.288295,0.273678
agent_1957,0.513410,0.893983,0.402449,0.313694
agent_1958,0.512732,0.818745,0.336982,0.218910
agent_1959,0.619474,0.899523,0.460325,0.116877
agent_1960,0.565075,0.940899,0.367853,0.243293
agent_1961,0.804202,0.858899,0.380602,0.191681
agent_1962,0.677302,0.774692,0.439976,0.141059
agent_1963,0.651242,0.749995,0.282182,0.060606
agent_1964,0.612686,0.719397,0.400713,0.230366
agent_1965,0.620822,0.825327,0.387870,0.231427
agent_1966,0.602961,0.746912,0.344625,0.185429
agent_1967,0.546647,0.716906,0.175278,0.153925
agent_1968,0.577048,0.770413,0.493960,0.000000
agent_1969,0.730942,0.797089,0.377539,0.136914
agent_1970,0.702075,0.692108,0.476551,0.172599
agent_1971,0.547082,0.990554,0.550601,0.244798
agent_1972,0.747710,0.905231,0.443555,0.252753
agent_1973,0.744392,0.707614,0.460733,0.261882
agent_1974,0.419205,0.755215,0.509161,0.294686
agent_1975,0.649100,0.774434,0.460686,0.000000
agent_1976,0.659820,0.801616,0.377666,0.045906
agent_1977,0.694966,0.871535,0.425356,0.000000
agent_1978,0.829455,0.759257,0.493695,0.023947
agent_1979,0.547459,0.922332,0.394100,0.282740
agent_1980,0.499621,0.715470,0.396890,0.211149
agent_1981,0.488113,0.717801,0.459783,0.222429
agent_1982,0.608056,0.915834,0.414246,0.313727
agent_1983,0.666673,0.907266,0.453200,0.028473
agent_1984,0.697493,0.973969,0.607682,0.320617
agent_1985,0.537441,0.849692,0.352091,0.071420
agent_1986,0.460911,0.786072,0.556839,0.337334
agent_1987,0.427253,0.833028,0.410456,0.023139
agent_1988,0.645952,0.823998,0.509550,0.139262
agent_1989,0.794119,0.791490,0.456874,0.092226
agent_1990,0.515870,0.889373,0.566383,0.322887
agent_1991,0.493079,0.875850,0.293975,0.000000
agent_1992,0.522909,0.810027,0.396450,0.250205
agent_1993,0.656674,0.806695,0.330991,0.108897
agent_1994,0.714044,0.706505,0.255254,0.245318
agent_1995,0.526272,0.765036,0.581273,0.280824
agent_1996,0.609545,0.640223,0.283152,0.077106
agent_1997,0.507694,0.802188,0.222846,0.191399
agent_1998,0.795272,0.979302,0.415148,0.247676
agent_1999,0.602088,0.788377,0.345598,0.141230
agent_2000,0.623821,0.969388,0.408820,0.330718
agent_2001,0.593304,0.981611,0.388230,0.030876
agent_2002,0.729242,0.854979,0.321748,0.369523
agent_2003,0.602994,0.848246,0.364661,0.087570
agent_2004,0.535673,0.819432,0.301795,0.223981
agent_2005,0.564158,0.818573,0.410117,0.008069
agent_2006,0.621926,0.782998,0.351035,0.313971
agent_2007,0.737368,0.836722,0.408133,0.335776
agent_2008,0.534341,0.905758,0.589172,0.114006
agent_2009,0.550251,0.888677,0.339733,0.101597
agent_2010,0.642759,0.847058,0.384333,0.225043
agent_2011,0.637987,0.801104,0.490224,0.148284
agent_2012,0.579778,0.809196,0.308309,0.171486
agent_2013,0.669377,0.671716,0.537842,0.192583
agent_2014,0.721203,0.893437,0.308883,0.168047
agent_2015,0.620787,0.838446,0.448643,0.269793
agent_2016,0.433032,0.672129,0.443531,0.368271
agent_2017,0.562149,0.939111,0.215683,0.202394
agent_2018,0.538728,0.906406,0.342648,0.533188
agent_2019,0.588765,0.769362,0.311820,0.049321
agent_2020,0.469311,1.000000,0.339119,0.365320
agent_2021,0.526682,0.741861,0.257125,0.180272
agent_2022,0.477332,0.678573,0.236286,0.125656
agent_2023,0.580906,0.869983,0.438417,0.193304
agent_2024,0.240881,0.859421,0.344364,0.162837
agent_2025,0.531316,0.800352,0.420994,0.053552
agent_2026,0.618413,0.743647,0.430630,0.114344
agent_2027,0.361071,0.802815,0.437101,0.363250
agent_2028,0.534681,0.925612,0.501941,0.426437
agent_2029,0.735300,0.722727,0.431499,0.165755
agent_2030,0.404444,0.840914,0.379083,0.108283
agent_2031,0.557569,0.776608,0.501391,0.328909
agent_2032,0.684261,0.851649,0.513489,0.221366
agent_2033,0.736338,0.916384,0.439326,0.313858
agent_2034,0.703059,0.846768,0.217190,0.323402
agent_2035,0.613835,0.926595,0.361705,0.364748
agent_2036,0.686896,0.657037,0.400546,0.157936
agent_2037,0.370553,0.870753,0.247180,0.032526
agent_2038,0.566802,0.791718,0.332102,0.142335
agent_2039,0.747407,0.820029,0.563617,0.281812
agent_2040,0.698312,0.857673,0.343595,0.283836
agent_2041,0.614054,0.842325,0.337257,0.225068
agent_2042,0.605435,0.811099,0.433392,0.232951
agent_2043,0.648960,0.881071,0.433880,0.013524
agent_2044,0.735265,0.831661,0.438667,0.153918
agent_2045,0.557806,0.778304,0.355454,0.005677
agent_2046,0.420412,0.860144,0.519049,0.168093
agent_2047,0.664694,0.831763,0.285507,0.201563
agent_2048,0.542370,0.923658,0.453186,0.231882
agent_2049,0.664240,0.899359,0.656693,0.256564
agent_2050,0.448520,0.618847,0.363387,0.277101
agent_2051,0.569895,0.839318,0.645908,0.151690
agent_2052,0.574938,0.671334,0.129588,0.276088
agent_2053,0.600748,0.886302,0.370143,0.190866
agent_2054,0.532368,0.933542,0.360827,0.330558
agent_2055,0.495986,0.783756,0.359460,0.268164
agent_2056,0.610344,0.792452,0.527427,0.405786
agent_2057,0.632417,0.803763,0.658562,0.356987
agent_2058,0.549166,0.670714,0.300776,0.102284
agent_2059,0.628347,0.736545,0.374148,0.172561
agent_2060,0.596115,0.757601,0.415878,0.237418
agent_2061,0.618001,0.806586,0.282322,0.231271
agent_2062,0.476661,0.742009,0.484302,0.246162
agent_2063,0.640544,0.922472,0.356382,0.122066
agent_2064,0.578100,0.892317,0.409618,0.209150
agent_2065,0.647268,0.851784,0.570498,0.235565
agent_2066,0.774664,0.663818,0.481599,0.180925
agent_2067,0.714018,0.916736,0.404325,0.033287
agent_2068,0.709216,0.937304,0.373893,0.234840
agent_2069,0.369130,0.845401,0.588997,0.183184
agent_2070,0.641462,0.513624,0.426523,0.050329
agent_2071,0.532857,0.909113,0.384174,0.145817
agent_2072,0.554025,0.756561,0.335142,0.249890
agent_2073,0.587124,0.614990,0.452721,0.218511
agent_2074,0.384888,0.869081,0.436052,0.269446
agent_2075,0.444084,0.918373,0.193305,0.053793
agent_2076,0.557523,0.719909,0.536273,0.331781
agent_2077,0.484506,0.857475,0.298930,0.236070
agent_2078,0.664057,0.711554,0.364196,0.177907
agent_2079,0.583547,0.816141,0.402960,0.089075
agent_2080,0.449356,0.886042,0.574541,0.217460
agent_2081,0.614304,0.743816,0.491072,0.415407
agent_2082,0.626224,0.871672,0.420643,0.280158
agent_2083,0.611950,1.000000,0.432617,0.274135
agent_2084,0.657964,0.614938,0.602307,0.115586
agent_2085,0.534099,0.859682,0.467468,0.166493
agent_2086,0.510693,0.804002,0.561630,0.163102
agent_2087,0.439442,0.917741,0.371764,0.076792
agent_2088,0.814419,0.683107,0.326012,0.275205
agent_2089,0.623669,0.601529,0.549218,0.273120
agent_2090,0.617279,0.922145,0.421566,0.000000
agent_2091,0.560908,0.781361,0.227700,0.000000
agent_2092,0.645841,0.748945,0.442371,0.085254
agent_2093,0.728778,0.803958,0.379811,0.206496
agent_2094,0.611050,1.000000,0.373270,0.135699
agent_2095,0.613168,0.795286,0.312629,0.049683
agent_2096,0.460836,0.813472,0.340888,0.262223
agent_2097,0.755593,0.876277,0.374546,0.102090
agent_2098,0.533960,0.721066,0.342180,0.129874
agent_2099,0.588089,0.715167,0.330102,0.479365
agent_2100,0.580751,0.711473,0.463973,0.172401
agent_2101,0.541294,0.764983,0.393770,0.391994
agent_2102,0.790985,0.725854,0.361619,0.260285
agent_2103,0.539571,0.702873,0.298880,0.287328
agent_2104,0.575880,0.630573,0.473044,0.108667
agent_2105,0.698691,0.800493,0.470990,0.265064
agent_2106,0.684175,0.767898,0.591591,0.185746
agent_2107,0.576916,0.816981,0.485874,0.177857
agent_2108,0.589929,0.845435,0.573908,0.113647
agent_2109,0.689309,0.765537,0.499283,0.133782
agent_2110,0.574434,0.976769,0.423007,0.300860
agent_2111,0.657344,0.973944,0.529013,0.421722
agent_2112,0.548171,0.915340,0.445995,0.000000
agent_2113,0.703130,0.927738,0.247477,0.000517
agent_2114,0.509249,0.875224,0.301211,0.276346
agent_2115,0.643841,0.838822,0.395686,0.204621
agent_2116,0.509858,0.789314,0.451335,0.000000
agent_2117,0.674286,0.888576,0.304002,0.062692
agent_2118,0.622668,0.619663,0.449871,0.188832
agent_2119,0.566909,0.619230,0.534911,0.260554
agent_2120,0.521166,0.802073,0.488888,0.248617
agent_2121,0.481229,0.971544,0.190145,0.185103
agent_2122,0.699515,0.852332,0.490725,0.250072
agent_2123,0.339706,0.822628,0.132270,0.262705
agent_2124,0.614832,0.716325,0.272282,0.264808
agent_2125,0.714812,0.731643,0.226592,0.137928
agent_2126,0.685251,0.722390,0.372188,0.250104
agent_2127,0.616817,0.740778,0.637900,0.262088
agent_2128,0.623313,0.642067,0.280005,0.325402
agent_2129,0.507778,0.768847,0.470891,0.170634
agent_2130,0.560548,0.923140,0.477704,0.242064
agent_2131,0.603011,0.678911,0.375470,0.082512
agent_2132,0.724124,0.722833,0.292247,0.199450
agent_2133,0.679319,0.814396,0.414527,0.215440
agent_2134,0.461728,0.806753,0.407641,0.184301
agent_2135,0.588857,0.757570,0.575982,0.200535
agent_2136,0.412992,0.720176,0.381242,0.000000
