Agent,Start,Dest,Time
agent_1069,32,1,123.95
agent_1070,32,53,123.97
agent_1071,20,46,124.32
agent_1072,30,21,124.38
agent_1073,13,14,124.38
agent_1074,38,27,124.4
agent_1075,88,40,124.62
agent_1076,75,62,124.67
agent_1077,70,26,124.67
agent_1078,87,16,124.95
agent_1079,44,83,125.03
agent_1080,52,83,125.25
agent_1081,57,26,125.4
agent_1082,23,86,125.46
agent_1083,32,25,125.53
agent_1084,11,34,125.67
agent_1085,83,10,125.71
agent_1086,56,50,125.75
agent_1087,67,7,125.83
agent_1088,6,26,126.09
agent_1089,7,55,126.13
agent_1090,0,21,126.14
agent_1091,32,12,126.14
agent_1092,58,3,126.18
agent_1093,87,72,126.39
agent_1094,28,42,126.58
agent_1095,75,44,126.62
agent_1096,14,20,126.65
agent_1097,10,77,126.65
agent_1098,27,84,126.7
agent_1099,67,14,127.02
agent_1100,30,74,127.05
agent_1101,6,65,127.11
agent_1102,48,68,127.24
agent_1103,21,40,127.25
agent_1104,4,12,127.28
agent_1105,44,77,127.73
agent_1106,78,68,127.94
agent_1107,0,1,128.06
agent_1108,1,73,128.14
agent_1109,68,51,128.27
agent_1110,45,71,128.3
agent_1111,16,3,128.32
agent_1112,1,52,128.65
agent_1113,44,61,128.73
agent_1114,85,25,128.79
agent_1115,13,7,128.87
agent_1116,26,42,129.02
agent_1117,70,56,129.05
agent_1118,22,0,129.27
agent_1119,71,18,129.46
agent_1120,3,54,129.51
agent_1121,31,52,129.57
agent_1122,1,85,129.58
agent_1123,51,78,129.61
agent_1124,37,30,129.67
agent_1125,13,3,129.68
agent_1126,20,41,129.69
agent_1127,47,32,129.79
agent_1128,14,47,129.89
agent_1129,88,0,129.94
agent_1130,24,86,129.96
agent_1131,77,42,130.15
agent_1132,4,46,130.15
agent_1133,11,84,130.27
agent_1134,33,0,130.27
agent_1135,61,71,130.28
agent_1136,7,51,130.28
agent_1137,85,43,130.32
agent_1138,46,88,130.43
agent_1139,7,37,130.66
agent_1140,12,17,130.91
agent_1141,27,61,131.02
agent_1142,24,12,131.02
agent_1143,22,7,131.1
agent_1144,23,70,131.13
agent_1145,25,82,131.14
agent_1146,5,54,131.35
agent_1147,10,87,131.46
agent_1148,81,20,131.51
agent_1149,42,26,131.57
agent_1150,25,61,131.58
agent_1151,53,42,131.67
agent_1152,6,1,131.84
agent_1153,34,38,132.1
agent_1154,15,58,132.16
agent_1155,68,18,132.18
agent_1156,43,84,132.2
agent_1157,4,45,132.29
agent_1158,73,6,132.54
agent_1159,3,71,132.6
agent_1160,51,28,132.62
agent_1161,56,64,132.64
agent_1162,17,51,132.68
agent_1163,23,65,132.71
agent_1164,48,24,132.97
agent_1165,75,3,133.21
agent_1166,40,78,133.32
agent_1167,66,40,133.37
agent_1168,37,42,133.48
agent_1169,7,22,133.5
agent_1170,48,63,133.63
agent_1171,3,83,133.64
agent_1172,72,0,134.14
agent_1173,85,1,134.28
agent_1174,58,72,134.67
agent_1175,20,73,134.7
agent_1176,67,64,134.83
agent_1177,82,63,134.86
agent_1178,72,62,134.97
agent_1179,67,77,135.13
agent_1180,24,15,135.32
agent_1181,41,65,135.36
agent_1182,46,54,135.54
agent_1183,30,52,135.81
agent_1184,47,27,136.0
agent_1185,54,37,136.02
agent_1186,23,73,136.04
agent_1187,13,11,136.14
agent_1188,21,35,136.33
agent_1189,15,61,136.36
agent_1190,13,15,136.56
agent_1191,18,43,136.61
agent_1192,31,47,136.77
agent_1193,5,11,136.93
agent_1194,37,2,137.28
agent_1195,64,23,137.43
agent_1196,63,54,137.45
agent_1197,66,61,137.49
agent_1198,86,6,137.51
agent_1199,37,86,137.54
agent_1200,74,68,137.56
agent_1201,46,24,137.59
agent_1202,60,28,137.87
agent_1203,55,26,137.9
agent_1204,63,46,137.9
agent_1205,4,36,137.98
agent_1206,54,72,138.08
agent_1207,44,87,138.09
agent_1208,21,33,138.16
agent_1209,68,73,138.51
agent_1210,83,51,138.64
agent_1211,32,22,138.69
agent_1212,88,53,138.71
agent_1213,62,66,138.74
agent_1214,23,45,138.84
agent_1215,51,68,138.91
agent_1216,43,4,139.04
agent_1217,20,36,139.2
agent_1218,68,18,139.21
agent_1219,52,0,139.5
agent_1220,23,45,140.01
agent_1221,67,37,140.02
agent_1222,41,45,140.07
agent_1223,45,5,140.24
agent_1224,53,86,140.32
agent_1225,23,1,140.38
agent_1226,47,16,140.44
agent_1227,16,14,140.44
agent_1228,72,11,140.67
agent_1229,47,10,140.7
agent_1230,10,2,140.85
agent_1231,30,20,140.93
agent_1232,85,10,141.04
agent_1233,36,64,141.06
agent_1234,68,40,141.13
agent_1235,6,38,141.14
agent_1236,66,43,141.31
agent_1237,7,62,141.39
agent_1238,54,74,141.47
agent_1239,86,77,141.49
agent_1240,63,27,141.61
agent_1241,74,7,141.68
agent_1242,31,73,141.77
agent_1243,30,88,141.78
agent_1244,15,26,141.87
agent_1245,50,76,142.3
agent_1246,8,31,142.32
agent_1247,43,2,142.32
agent_1248,28,25,142.34
agent_1249,7,36,142.44
agent_1250,81,13,142.49
agent_1251,82,81,142.52
agent_1252,10,67,142.94
agent_1253,64,20,142.97
agent_1254,18,84,143.12
agent_1255,48,60,143.13
agent_1256,8,35,143.5
agent_1257,27,73,143.79
agent_1258,42,17,144.01
agent_1259,71,21,144.08
agent_1260,42,20,144.45
agent_1261,64,38,144.6
agent_1262,58,87,144.62
agent_1263,37,5,144.84
agent_1264,27,23,144.86
agent_1265,27,61,145.06
agent_1266,80,15,145.07
agent_1267,31,48,145.09
agent_1268,13,54,145.19
agent_1269,34,3,145.23
agent_1270,80,40,145.3
agent_1271,17,63,145.49
agent_1272,64,48,145.5
agent_1273,83,28,145.6
agent_1274,8,12,145.88
agent_1275,7,82,145.89
agent_1276,20,66,146.0
agent_1277,20,60,146.08
agent_1278,1,0,146.11
agent_1279,72,88,146.12
agent_1280,81,32,146.3
agent_1281,24,7,146.35
agent_1282,58,38,146.38
agent_1283,56,72,146.39
agent_1284,2,81,146.42
agent_1285,70,86,146.58
agent_1286,85,88,146.65
agent_1287,78,48,146.8
agent_1288,0,15,146.82
agent_1289,18,24,146.85
agent_1290,86,71,146.85
agent_1291,13,55,146.93
agent_1292,32,53,147.3
agent_1293,75,5,147.45
agent_1294,14,58,147.47
agent_1295,45,54,147.86
agent_1296,0,11,147.93
agent_1297,83,55,147.95
agent_1298,0,37,148.06
agent_1299,17,14,148.14
agent_1300,42,80,148.21
agent_1301,0,76,148.22
agent_1302,40,76,148.29
agent_1303,50,35,148.58
agent_1304,5,52,148.63
agent_1305,85,22,148.64
agent_1306,48,44,148.83
agent_1307,15,2,148.9
agent_1308,85,67,149.02
agent_1309,47,13,149.08
agent_1310,7,45,149.1
agent_1311,3,82,149.12
agent_1312,27,32,149.3
agent_1313,17,86,149.54
agent_1314,53,71,149.63
agent_1315,76,2,149.72
agent_1316,34,40,149.84
agent_1317,27,38,150.11
agent_1318,71,40,150.34
agent_1319,80,46,150.37
agent_1320,32,78,150.78
agent_1321,80,3,150.93
agent_1322,76,25,151.02
agent_1323,82,75,151.1
agent_1324,7,56,151.34
agent_1325,88,60,151.35
agent_1326,88,84,151.71
agent_1327,17,75,151.72
agent_1328,63,0,151.89
agent_1329,2,77,151.9
agent_1330,10,21,152.0
agent_1331,42,35,152.42
agent_1332,43,11,152.51
agent_1333,25,21,152.59
agent_1334,44,73,152.64
agent_1335,58,57,152.75
agent_1336,80,85,152.93
agent_1337,14,86,153.05
agent_1338,68,15,153.06
agent_1339,30,64,153.36
agent_1340,55,18,153.58
agent_1341,6,12,153.88
agent_1342,2,66,153.92
agent_1343,23,11,153.93
agent_1344,43,52,153.98
agent_1345,13,44,154.06
agent_1346,88,21,154.15
agent_1347,65,28,154.64
agent_1348,38,55,154.74
agent_1349,55,54,154.79
agent_1350,78,74,154.84
agent_1351,88,10,154.86
agent_1352,84,37,154.86
agent_1353,10,33,155.08
agent_1354,51,12,155.16
agent_1355,73,53,155.5
agent_1356,46,52,155.66
agent_1357,83,58,155.75
agent_1358,77,26,155.8
agent_1359,40,72,156.06
agent_1360,7,18,156.18
agent_1361,28,31,156.25
agent_1362,80,40,156.33
agent_1363,46,64,156.88
agent_1364,7,4,156.89
agent_1365,43,72,157.11
agent_1366,22,13,157.17
agent_1367,28,27,157.28
agent_1368,15,60,157.32
agent_1369,50,6,157.33
agent_1370,13,51,157.34
agent_1371,13,68,157.36
agent_1372,40,8,157.39
agent_1373,75,77,157.61
agent_1374,17,64,157.65
agent_1375,51,81,157.96
agent_1376,52,43,157.96
agent_1377,20,55,157.99
agent_1378,61,38,158.01
agent_1379,45,31,158.04
agent_1380,74,51,158.08
agent_1381,2,10,158.18
agent_1382,61,42,158.54
agent_1383,21,64,158.57
agent_1384,23,44,158.76
agent_1385,43,33,158.77
agent_1386,2,46,159.09
agent_1387,5,48,159.37
agent_1388,72,60,159.41
agent_1389,27,13,159.42
agent_1390,75,71,159.55
agent_1391,41,70,159.57
agent_1392,65,12,159.61
agent_1393,67,37,159.63
agent_1394,35,6,159.72
agent_1395,31,35,159.85
agent_1396,80,15,160.08
agent_1397,26,13,160.2
agent_1398,31,18,160.26
agent_1399,24,85,160.54
agent_1400,8,20,160.57
agent_1401,86,38,160.68
agent_1402,17,0,160.81
agent_1403,20,46,160.96
agent_1404,43,63,161.08
agent_1405,44,46,161.15
agent_1406,83,77,161.17
agent_1407,76,41,161.31
agent_1408,38,1,161.41
agent_1409,64,56,161.41
agent_1410,26,34,161.47
agent_1411,42,35,161.52
agent_1412,26,22,161.58
agent_1413,33,73,161.87
agent_1414,8,56,161.97
agent_1415,83,38,161.98
agent_1416,42,11,162.21
agent_1417,3,37,162.57
agent_1418,87,16,162.58
agent_1419,81,64,162.96
agent_1420,15,22,162.98
agent_1421,85,17,163.19
agent_1422,53,27,163.28
agent_1423,31,13,163.28
agent_1424,86,45,163.57
agent_1425,53,21,163.72
agent_1426,64,57,163.85
agent_1427,62,16,164.25
agent_1428,38,52,164.36
agent_1429,81,74,164.43
agent_1430,25,10,164.44
agent_1431,4,42,164.47
agent_1432,68,6,164.52
agent_1433,50,66,164.67
agent_1434,20,86,164.86
agent_1435,27,43,164.89
agent_1436,57,71,164.96
agent_1437,66,22,164.99
agent_1438,5,85,165.29
agent_1439,54,4,165.41
agent_1440,24,20,165.42
agent_1441,28,6,165.54
agent_1442,23,72,165.71
agent_1443,7,80,165.92
agent_1444,68,30,166.05
agent_1445,5,20,166.19
agent_1446,55,43,166.42
agent_1447,87,78,166.57
agent_1448,54,22,166.65
agent_1449,64,62,166.67
agent_1450,14,26,166.72
agent_1451,7,34,166.74
agent_1452,28,80,166.89
agent_1453,26,60,166.99
agent_1454,88,4,167.0
agent_1455,1,28,167.19
agent_1456,54,8,167.54
agent_1457,1,87,167.54
agent_1458,40,67,167.57
agent_1459,74,21,167.77
agent_1460,1,15,167.78
agent_1461,26,58,167.87
agent_1462,16,0,167.93
agent_1463,53,75,168.38
agent_1464,16,80,168.38
agent_1465,1,37,168.55
agent_1466,17,50,168.8
agent_1467,75,51,168.81
agent_1468,48,86,168.91
agent_1469,82,35,169.15
agent_1470,12,27,169.18
agent_1471,78,5,169.19
agent_1472,60,31,169.2
agent_1473,44,35,169.74
agent_1474,55,81,169.74
agent_1475,0,25,169.95
agent_1476,71,27,170.15
agent_1477,80,1,170.16
agent_1478,82,8,170.18
agent_1479,50,14,170.19
agent_1480,55,43,170.39
agent_1481,0,33,170.66
agent_1482,73,64,170.69
agent_1483,34,22,170.84
agent_1484,87,23,170.98
agent_1485,68,31,171.12
agent_1486,31,66,171.52
agent_1487,3,48,171.67
agent_1488,3,55,172.08
agent_1489,67,30,172.17
agent_1490,45,57,172.18
agent_1491,5,81,172.55
agent_1492,54,24,172.98
agent_1493,88,33,173.08
agent_1494,21,37,173.17
agent_1495,28,66,173.23
agent_1496,38,62,173.25
agent_1497,88,1,173.47
agent_1498,58,54,173.53
agent_1499,50,85,173.57
agent_1500,4,55,173.79
agent_1501,36,80,173.89
agent_1502,10,8,174.44
agent_1503,42,57,174.72
agent_1504,45,15,174.78
agent_1505,1,5,175.24
agent_1506,83,34,175.3
agent_1507,12,42,175.49
agent_1508,80,78,175.57
agent_1509,42,48,175.59
agent_1510,84,12,175.83
agent_1511,84,72,175.89
agent_1512,80,3,175.99
agent_1513,52,16,176.45
agent_1514,5,21,176.49
agent_1515,68,55,176.56
agent_1516,51,7,176.72
agent_1517,72,45,176.88
agent_1518,2,64,176.95
agent_1519,11,46,177.14
agent_1520,57,80,177.38
agent_1521,83,12,177.45
agent_1522,5,60,177.49
agent_1523,74,87,177.49
agent_1524,61,56,177.64
agent_1525,27,40,177.98
agent_1526,6,53,178.05
agent_1527,13,7,178.25
agent_1528,37,4,178.55
agent_1529,6,57,178.62
agent_1530,2,24,178.64
agent_1531,10,58,178.72
agent_1532,12,30,179.37
agent_1533,56,2,179.69
agent_1534,82,67,179.87
agent_1535,0,40,179.96
agent_1536,60,53,180.16
agent_1537,53,11,180.31
agent_1538,78,60,180.5
agent_1539,82,13,180.57
agent_1540,84,57,180.88
agent_1541,22,47,180.96
agent_1542,60,41,181.04
agent_1543,25,71,181.27
agent_1544,34,67,181.29
agent_1545,30,40,181.38
agent_1546,30,48,181.47
agent_1547,26,78,181.49
agent_1548,10,16,181.51
agent_1549,85,77,181.55
agent_1550,21,61,181.61
agent_1551,82,10,181.7
agent_1552,17,33,181.78
agent_1553,65,84,182.04
agent_1554,2,71,182.17
agent_1555,11,47,182.2
agent_1556,1,74,182.26
agent_1557,14,85,182.42
agent_1558,17,25,182.51
agent_1559,27,47,182.58
agent_1560,63,30,182.97
agent_1561,77,26,183.07
agent_1562,77,28,183.07
agent_1563,51,1,183.14
agent_1564,34,31,183.21
agent_1565,27,26,183.51
agent_1566,54,31,183.59
agent_1567,10,18,183.62
agent_1568,78,56,183.74
agent_1569,24,83,184.3
agent_1570,41,45,184.33
agent_1571,74,57,184.36
agent_1572,30,73,184.52
agent_1573,42,81,185.27
agent_1574,72,86,185.41
agent_1575,67,46,185.48
agent_1576,32,87,185.64
agent_1577,17,72,185.81
agent_1578,48,18,185.95
agent_1579,15,27,186.07
agent_1580,4,3,186.12
agent_1581,17,54,186.2
agent_1582,50,68,186.37
agent_1583,14,35,186.73
agent_1584,53,42,186.92
agent_1585,43,3,186.95
agent_1586,10,87,187.08
agent_1587,61,50,187.3
agent_1588,51,52,187.5
agent_1589,12,0,187.67
agent_1590,30,64,187.68
agent_1591,75,15,187.85
agent_1592,5,71,187.88
agent_1593,82,33,187.97
agent_1594,37,38,188.22
agent_1595,87,54,188.36
agent_1596,55,27,188.36
agent_1597,32,53,188.72
agent_1598,61,28,189.2
agent_1599,14,84,189.35
agent_1600,72,45,189.45
agent_1601,26,7,189.49
agent_1602,21,56,189.75
agent_1603,88,27,189.79
agent_1604,24,42,190.04
agent_1605,11,64,190.07
agent_1606,80,14,190.1
agent_1607,36,0,190.13
agent_1608,28,17,190.23
agent_1609,67,68,190.37
agent_1610,82,52,190.72
agent_1611,2,25,190.73
agent_1612,35,85,191.0
agent_1613,2,48,191.02
agent_1614,10,65,191.16
agent_1615,42,2,191.31
agent_1616,63,76,191.53
agent_1617,67,72,191.69
agent_1618,70,8,191.77
agent_1619,11,78,191.88
agent_1620,28,75,192.13
agent_1621,46,15,192.24
agent_1622,14,32,192.47
agent_1623,41,50,192.51
agent_1624,44,53,192.51
agent_1625,81,64,192.61
agent_1626,63,37,192.69
agent_1627,70,41,192.91
agent_1628,27,12,192.99
agent_1629,37,55,193.16
agent_1630,88,53,193.28
agent_1631,22,68,193.65
agent_1632,27,21,193.95
agent_1633,18,70,194.06
agent_1634,56,20,194.19
agent_1635,24,67,194.25
agent_1636,82,61,194.37
agent_1637,12,68,194.65
agent_1638,50,84,194.66
agent_1639,21,54,194.7
agent_1640,66,72,194.7
agent_1641,34,73,194.86
agent_1642,61,81,194.91
agent_1643,62,30,194.95
agent_1644,34,68,195.27
agent_1645,2,87,195.31
agent_1646,55,27,195.32
agent_1647,62,18,195.9
agent_1648,41,47,196.08
agent_1649,23,63,196.17
agent_1650,82,78,196.32
agent_1651,41,14,196.37
agent_1652,48,22,196.45
agent_1653,60,22,196.49
agent_1654,1,52,197.22
agent_1655,56,70,197.38
agent_1656,52,64,197.41
agent_1657,24,22,197.55
agent_1658,6,88,197.65
agent_1659,77,7,197.66
agent_1660,44,83,197.75
agent_1661,10,67,197.85
agent_1662,67,3,198.05
agent_1663,16,66,198.11
agent_1664,66,50,198.12
agent_1665,54,60,198.29
agent_1666,54,66,198.67
agent_1667,86,37,198.84
agent_1668,15,30,199.0
agent_1669,65,70,199.23
agent_1670,44,66,199.47
agent_1671,0,40,199.55
agent_1672,11,15,199.68
agent_1673,75,85,199.92
agent_1674,74,80,200.0
agent_1675,53,66,200.39
agent_1676,76,27,201.01
agent_1677,74,7,201.21
agent_1678,48,12,201.3
agent_1679,43,77,201.54
agent_1680,65,78,202.11
agent_1681,37,21,202.12
agent_1682,41,70,202.47
agent_1683,71,23,202.49
agent_1684,85,87,202.63
agent_1685,16,85,202.75
agent_1686,46,15,202.86
agent_1687,42,21,203.24
agent_1688,2,64,203.5
agent_1689,60,7,203.66
agent_1690,76,8,203.79
agent_1691,58,2,204.01
agent_1692,46,84,204.21
agent_1693,56,48,204.36
agent_1694,64,81,204.39
agent_1695,63,78,204.43
agent_1696,2,82,204.52
agent_1697,12,71,204.56
agent_1698,58,86,204.61
agent_1699,56,45,204.85
agent_1700,34,75,205.08
agent_1701,12,62,205.19
agent_1702,20,0,205.56
agent_1703,10,2,205.72
agent_1704,88,37,205.78
agent_1705,76,23,205.81
agent_1706,68,78,205.86
agent_1707,17,27,205.99
agent_1708,24,15,206.01
agent_1709,27,87,206.26
agent_1710,55,85,206.31
agent_1711,20,26,206.62
agent_1712,43,24,206.67
agent_1713,20,0,207.01
agent_1714,15,0,207.08
agent_1715,12,36,207.17
agent_1716,1,82,207.38
agent_1717,66,14,207.42
agent_1718,14,33,207.45
agent_1719,68,85,207.5
agent_1720,64,20,207.53
agent_1721,36,57,207.55
agent_1722,33,32,207.62
agent_1723,64,37,207.89
agent_1724,52,75,207.98
agent_1725,61,77,208.17
agent_1726,78,42,208.3
agent_1727,77,20,208.56
agent_1728,25,27,208.95
agent_1729,61,76,208.97
agent_1730,15,83,209.04
agent_1731,50,80,209.14
agent_1732,16,2,209.3
agent_1733,81,47,209.85
agent_1734,10,76,209.96
agent_1735,61,27,210.09
agent_1736,12,62,210.11
agent_1737,82,20,210.13
agent_1738,62,5,210.24
agent_1739,43,0,210.4
agent_1740,73,87,210.58
agent_1741,37,70,210.94
agent_1742,87,78,211.18
agent_1743,18,57,211.3
agent_1744,22,87,211.63
agent_1745,83,85,211.78
agent_1746,87,80,211.81
agent_1747,18,75,211.9
agent_1748,73,31,211.96
agent_1749,25,63,212.24
agent_1750,61,1,212.39
agent_1751,57,81,212.5
agent_1752,87,8,212.7
agent_1753,86,28,212.79
agent_1754,22,20,212.8
agent_1755,27,38,213.03
agent_1756,87,14,213.09
agent_1757,35,62,213.15
agent_1758,73,62,213.15
agent_1759,82,13,213.32
agent_1760,35,78,213.49
agent_1761,0,86,213.5
agent_1762,21,47,213.95
agent_1763,78,21,213.95
agent_1764,51,4,213.98
agent_1765,18,21,214.07
agent_1766,10,78,214.1
agent_1767,18,38,214.13
agent_1768,87,35,214.76
agent_1769,3,45,214.81
agent_1770,40,7,214.92
agent_1771,11,37,215.1
agent_1772,18,7,216.04
agent_1773,33,47,216.08
agent_1774,83,64,216.24
agent_1775,74,36,216.41
agent_1776,26,80,216.55
agent_1777,35,16,216.66
agent_1778,23,43,216.7
agent_1779,70,26,216.78
agent_1780,57,53,216.8
agent_1781,76,11,216.89
agent_1782,58,24,216.9
agent_1783,48,16,217.05
agent_1784,45,36,217.08
agent_1785,3,88,217.11
agent_1786,20,88,217.88
agent_1787,68,56,217.89
agent_1788,23,68,217.97
agent_1789,83,64,218.17
agent_1790,76,24,218.18
agent_1791,45,88,218.24
agent_1792,31,64,218.43
agent_1793,73,85,218.92
agent_1794,37,57,218.96
agent_1795,4,26,219.11
agent_1796,45,33,219.11
agent_1797,65,82,219.3
agent_1798,65,24,219.54
agent_1799,23,10,219.8
agent_1800,51,75,219.89
agent_1801,53,35,220.17
agent_1802,12,32,220.25
agent_1803,73,54,220.25
agent_1804,87,48,220.33
agent_1805,31,84,220.48
agent_1806,54,6,220.52
agent_1807,0,6,220.71
agent_1808,42,60,220.95
agent_1809,73,13,221.01
agent_1810,33,86,221.41
agent_1811,55,61,221.76
agent_1812,26,65,221.78
agent_1813,43,77,221.84
agent_1814,83,8,221.89
agent_1815,70,84,221.94
agent_1816,81,13,222.16
agent_1817,70,14,222.43
agent_1818,60,77,222.54
agent_1819,5,32,222.71
agent_1820,12,52,222.97
agent_1821,64,16,223.11
agent_1822,50,37,223.47
agent_1823,55,70,223.58
agent_1824,13,11,223.63
agent_1825,53,86,223.66
agent_1826,72,78,223.75
agent_1827,55,7,223.84
agent_1828,43,84,223.89
agent_1829,88,3,224.01
agent_1830,43,71,224.14
agent_1831,5,85,224.22
agent_1832,4,38,224.24
agent_1833,48,56,224.65
agent_1834,68,63,224.66
agent_1835,55,51,224.72
agent_1836,76,84,224.77
agent_1837,47,52,224.79
agent_1838,21,16,225.09
agent_1839,65,40,225.17
agent_1840,25,28,225.47
agent_1841,84,16,225.5
agent_1842,70,56,225.67
agent_1843,67,46,225.82
agent_1844,3,17,225.86
agent_1845,16,58,226.08
agent_1846,16,71,226.24
agent_1847,51,5,226.69
agent_1848,77,65,226.71
agent_1849,62,48,226.77
agent_1850,16,80,226.87
agent_1851,47,66,226.95
agent_1852,36,10,226.96
agent_1853,50,34,226.99
agent_1854,53,21,227.53
agent_1855,58,70,227.61
agent_1856,6,41,227.62
agent_1857,15,22,227.7
agent_1858,20,83,227.71
agent_1859,4,27,227.72
agent_1860,18,48,227.78
agent_1861,82,20,228.01
agent_1862,56,15,228.01
agent_1863,80,13,228.13
agent_1864,65,18,228.36
agent_1865,44,72,228.38
agent_1866,83,50,228.52
agent_1867,30,17,228.6
agent_1868,86,34,228.72
agent_1869,8,65,228.76
agent_1870,23,31,229.0
agent_1871,82,60,229.07
agent_1872,42,25,229.21
agent_1873,10,67,229.41
agent_1874,1,27,229.7
agent_1875,54,77,229.72
agent_1876,27,3,229.99
agent_1877,73,33,230.02
agent_1878,83,36,230.11
agent_1879,38,58,230.43
agent_1880,53,76,230.57
agent_1881,40,8,230.75
agent_1882,60,53,230.89
agent_1883,83,43,230.92
agent_1884,31,21,231.08
agent_1885,64,16,231.11
agent_1886,50,20,231.62
agent_1887,23,3,231.84
agent_1888,57,16,232.63
agent_1889,72,27,232.66
agent_1890,21,60,232.67
agent_1891,68,4,232.74
agent_1892,70,13,232.76
agent_1893,64,23,232.81
agent_1894,4,56,232.83
agent_1895,36,33,232.92
agent_1896,75,50,232.94
agent_1897,7,5,233.02
agent_1898,42,10,233.49
agent_1899,25,4,233.53
agent_1900,33,44,233.66
agent_1901,38,28,233.79
agent_1902,51,75,233.85
agent_1903,2,12,234.16
agent_1904,58,28,234.35
agent_1905,77,66,234.43
agent_1906,21,77,234.45
agent_1907,4,28,234.6
agent_1908,84,31,234.7
agent_1909,77,5,234.82
agent_1910,38,35,235.02
agent_1911,75,54,235.53
agent_1912,71,55,235.79
agent_1913,35,71,235.98
agent_1914,14,37,236.1
agent_1915,47,72,236.15
agent_1916,76,27,236.21
agent_1917,55,0,236.64
agent_1918,18,34,236.67
agent_1919,26,71,236.7
agent_1920,40,81,236.95
agent_1921,38,11,236.97
agent_1922,78,88,237.04
agent_1923,33,41,237.11
agent_1924,25,60,237.25
agent_1925,2,27,237.59
agent_1926,6,14,237.76
agent_1927,58,7,237.82
agent_1928,5,56,238.02
agent_1929,88,35,238.3
agent_1930,61,57,238.45
agent_1931,23,72,238.46
agent_1932,24,6,238.6
agent_1933,20,16,238.73
agent_1934,37,58,239.35
agent_1935,31,57,239.44
agent_1936,11,47,239.78
agent_1937,28,8,239.8
agent_1938,74,81,240.54
agent_1939,24,81,240.69
agent_1940,24,77,240.7
agent_1941,83,82,240.72
agent_1942,27,12,240.73
agent_1943,85,58,240.84
agent_1944,10,51,240.96
agent_1945,80,17,241.03
agent_1946,42,6,241.14
agent_1947,87,46,241.21
agent_1948,76,26,241.21
agent_1949,54,46,241.23
agent_1950,48,27,241.23
agent_1951,78,14,241.41
agent_1952,85,60,241.55
agent_1953,0,32,241.75
agent_1954,55,67,241.89
agent_1955,54,64,241.91
agent_1956,36,8,241.99
agent_1957,64,82,242.15
agent_1958,12,65,242.22
agent_1959,72,28,242.24
agent_1960,54,20,242.3
agent_1961,6,88,242.45
agent_1962,42,61,242.69
agent_1963,85,47,242.87
agent_1964,42,57,242.93
agent_1965,82,60,243.31
agent_1966,37,48,243.33
agent_1967,34,56,243.35
agent_1968,55,70,243.46
agent_1969,77,67,243.81
agent_1970,56,21,243.99
agent_1971,55,64,244.59
agent_1972,21,5,244.68
agent_1973,28,63,244.69
agent_1974,80,44,244.8
agent_1975,75,37,244.81
agent_1976,11,8,244.92
agent_1977,33,64,244.97
agent_1978,80,25,245.55
agent_1979,42,43,245.63
agent_1980,43,38,245.72
agent_1981,52,47,245.95
agent_1982,57,86,246.03
agent_1983,55,10,246.08
agent_1984,77,22,246.19
agent_1985,4,68,246.74
agent_1986,77,84,246.97
agent_1987,66,46,247.46
agent_1988,17,83,247.67
agent_1989,57,6,247.68
agent_1990,0,67,247.75
agent_1991,36,50,247.88
agent_1992,5,87,248.21
agent_1993,45,1,248.31
agent_1994,11,21,248.78
agent_1995,56,73,248.91
agent_1996,55,48,248.95
agent_1997,52,78,249.0
agent_1998,7,41,249.05
agent_1999,54,76,249.22
agent_2000,32,37,249.37
agent_2001,78,13,250.18
agent_2002,87,64,250.27
agent_2003,71,85,250.32
agent_2004,81,30,250.59
agent_2005,3,83,250.6
agent_2006,68,4,250.87
agent_2007,76,43,251.01
agent_2008,70,55,251.25
agent_2009,80,35,251.46
agent_2010,46,65,251.65
agent_2011,13,3,251.83
agent_2012,53,20,251.92
agent_2013,81,87,251.95
agent_2014,43,2,252.77
agent_2015,52,81,252.98
agent_2016,55,4,253.01
agent_2017,87,58,253.11
agent_2018,41,71,253.19
agent_2019,21,82,253.24
agent_2020,76,38,253.32
agent_2021,81,55,253.36
agent_2022,70,1,253.55
agent_2023,26,60,253.79
agent_2024,52,57,253.8
agent_2025,87,66,253.83
agent_2026,62,5,254.01
agent_2027,41,70,254.09
agent_2028,58,85,254.27
agent_2029,36,57,254.28
agent_2030,36,76,254.77
agent_2031,6,36,255.09
agent_2032,6,46,255.1
agent_2033,86,83,255.18
agent_2034,3,20,255.28
agent_2035,70,28,255.38
agent_2036,81,8,255.43
agent_2037,72,35,255.53
agent_2038,24,62,255.61
agent_2039,74,12,255.71
agent_2040,75,28,255.91
agent_2041,34,77,256.31
agent_2042,37,52,256.34
agent_2043,34,24,256.74
agent_2044,32,37,256.93
agent_2045,35,10,256.96
agent_2046,26,24,257.35
agent_2047,85,32,257.58
agent_2048,82,66,257.64
agent_2049,77,67,257.86
agent_2050,37,34,258.13
agent_2051,82,13,258.27
agent_2052,30,46,258.33
agent_2053,24,77,258.42
agent_2054,14,15,258.72
agent_2055,28,57,258.86
agent_2056,55,78,259.09
agent_2057,71,52,259.48
agent_2058,41,14,259.67
agent_2059,5,18,259.67
agent_2060,48,87,259.69
agent_2061,2,46,259.96
agent_2062,12,83,260.33
agent_2063,21,0,260.48
agent_2064,43,50,260.72
agent_2065,16,81,260.8
agent_2066,36,63,261.1
agent_2067,21,81,261.37
