Agent,w_0,w_1,w_2,w_3
agent_996,0.691789,0.753121,0.352198,0.000000
agent_997,0.608900,0.786838,0.274604,0.073834
agent_998,0.554737,1.000000,0.436813,0.206794
agent_999,0.673860,0.809802,0.110084,0.071455
agent_1000,0.481986,0.855357,0.623504,0.319312
agent_1001,0.591154,0.730393,0.440545,0.528465
agent_1002,0.479277,0.802771,0.381992,0.089335
agent_1003,0.655034,0.786371,0.376003,0.013232
agent_1004,0.453261,0.845918,0.298173,0.000000
agent_1005,0.546979,0.839732,0.456895,0.764435
agent_1006,0.607074,0.685162,0.313354,0.000000
agent_1007,0.658366,0.788366,0.297729,0.000000
agent_1008,0.498320,0.931252,0.521832,0.000000
agent_1009,0.490321,0.778272,0.500591,0.000000
agent_1010,0.529486,0.804229,0.383691,0.985962
agent_1011,0.939156,0.903536,0.454424,0.000000
agent_1012,0.631288,0.609621,0.289134,0.582064
agent_1013,0.529672,0.899695,0.475185,0.556043
agent_1014,0.711097,0.759339,0.274027,0.228973
agent_1015,0.577346,0.725661,0.347998,0.682335
agent_1016,0.592842,0.915557,0.515125,0.567074
agent_1017,0.549775,0.746779,0.189946,0.000000
agent_1018,0.522629,0.729870,0.502000,0.083216
agent_1019,0.589496,0.702949,0.673823,0.317271
agent_1020,0.531711,0.786013,0.398529,0.000000
agent_1021,0.692364,0.799548,0.235720,0.246562
agent_1022,0.494730,0.730684,0.510684,0.000000
agent_1023,0.526321,0.804666,0.352251,0.000000
agent_1024,0.517716,0.793179,0.390347,0.872506
agent_1025,0.386761,0.739828,0.547489,0.837016
agent_1026,0.380933,0.649782,0.607330,0.194894
agent_1027,0.708517,0.897495,0.417934,0.829057
agent_1028,0.501574,0.749567,0.358259,0.600107
agent_1029,0.648650,0.861602,0.501766,0.000000
agent_1030,0.611634,0.726450,0.306002,0.539487
agent_1031,0.615808,0.799544,0.226135,0.027430
agent_1032,0.590153,0.683490,0.206806,0.589526
agent_1033,0.693381,0.978988,0.232387,0.461412
agent_1034,0.416534,0.901448,0.230286,0.000000
agent_1035,0.431242,0.822143,0.430889,0.000000
agent_1036,0.483976,0.890420,0.324639,0.254019
agent_1037,0.500759,0.799504,0.394145,0.500796
agent_1038,0.648024,0.814488,0.393047,0.501950
agent_1039,0.548491,0.752456,0.386193,0.000000
agent_1040,0.732997,0.786645,0.495434,0.648564
agent_1041,0.702684,0.830864,0.524860,0.121631
agent_1042,0.869504,0.858030,0.356555,0.324071
agent_1043,0.530901,0.793700,0.443590,0.596393
agent_1044,0.624984,0.716858,0.327592,0.798118
agent_1045,0.536961,0.822865,0.403731,0.240994
agent_1046,0.718943,0.658577,0.412165,0.294515
agent_1047,0.497109,0.936581,0.250572,0.000000
agent_1048,0.625886,0.773742,0.437269,0.000000
agent_1049,0.522328,0.634756,0.353071,0.000000
agent_1050,0.610580,0.700306,0.197409,0.616528
agent_1051,0.542249,1.000000,0.414750,0.000000
agent_1052,0.660115,0.612859,0.322630,0.310614
agent_1053,0.569138,0.656536,0.310486,0.223634
agent_1054,0.661386,0.830802,0.416495,0.000000
agent_1055,0.594176,0.826295,0.400783,0.691559
agent_1056,0.620680,0.595405,0.399560,0.409571
agent_1057,0.774879,0.832077,0.227892,0.061409
agent_1058,0.551320,0.822140,0.416270,0.796134
agent_1059,0.629496,0.791846,0.311314,0.560209
agent_1060,0.512799,0.867708,0.346626,0.593293
agent_1061,0.554015,0.782547,0.381741,0.613799
agent_1062,0.684622,0.886165,0.471743,1.000000
agent_1063,0.686987,0.797998,0.393375,0.322098
agent_1064,0.609483,0.695602,0.437697,0.767651
agent_1065,0.475614,0.804345,0.398943,0.000000
agent_1066,0.452372,0.900129,0.539979,0.000000
agent_1067,0.884473,0.788841,0.321010,0.344756
agent_1068,0.591890,0.994627,0.349260,0.453260
agent_1069,0.753106,1.000000,0.376456,0.000000
agent_1070,0.472833,0.803640,0.379336,0.000000
agent_1071,0.509320,0.891051,0.474593,0.088604
agent_1072,0.585092,0.776594,0.572555,0.403401
agent_1073,0.443610,0.677280,0.356715,0.000000
agent_1074,0.706152,0.850095,0.594936,0.698752
agent_1075,0.475781,0.789848,0.274559,0.000000
agent_1076,0.550034,0.831262,0.395708,0.000000
agent_1077,0.626260,0.934368,0.485996,0.622542
agent_1078,0.499966,0.803194,0.360929,0.000000
agent_1079,0.634051,0.831122,0.286597,0.000000
agent_1080,0.494442,0.797224,0.333324,0.790112
agent_1081,0.622329,0.804062,0.440366,0.091817
agent_1082,0.505250,0.719789,0.463769,0.139164
agent_1083,0.564029,0.862935,0.342671,0.416311
agent_1084,0.892055,0.900850,0.256365,0.352020
agent_1085,0.675964,0.805738,0.391758,0.824138
agent_1086,0.526126,0.711450,0.452807,0.000000
agent_1087,0.667040,0.731845,0.320465,0.547966
agent_1088,0.607213,0.745920,0.416866,0.644684
agent_1089,0.810587,0.755074,0.409628,0.782356
agent_1090,0.540896,0.826669,0.318353,0.000000
agent_1091,0.760811,0.762244,0.120532,0.514321
agent_1092,0.454070,0.836680,0.545206,0.461185
agent_1093,0.660581,0.733637,0.294872,0.438138
agent_1094,0.635666,0.977163,0.364139,0.000000
agent_1095,0.443069,0.831163,0.427605,0.000000
agent_1096,0.737014,0.638225,0.265820,0.000000
agent_1097,0.615682,0.687839,0.449545,0.025535
agent_1098,0.699026,0.787159,0.308400,0.000000
agent_1099,0.439879,0.659920,0.225233,0.396781
agent_1100,0.568844,0.737649,0.224131,0.520263
agent_1101,0.613852,0.802056,0.505361,0.000000
agent_1102,0.530055,0.949783,0.536602,0.049410
agent_1103,0.549512,0.793729,0.451795,0.593364
agent_1104,0.754493,0.859694,0.388877,0.380631
agent_1105,0.656609,0.483054,0.271782,0.265407
agent_1106,0.621143,0.706054,0.440197,0.330603
agent_1107,0.713189,0.615032,0.577636,0.000000
agent_1108,0.553047,1.000000,0.425173,0.000000
agent_1109,0.680000,0.847292,0.390366,0.493715
agent_1110,0.575973,0.677232,0.544477,0.000000
agent_1111,0.679987,0.959981,0.470860,0.000000
agent_1112,0.815404,0.809254,0.400929,0.000000
agent_1113,0.565304,0.791638,0.257006,0.773382
agent_1114,0.496549,0.879822,0.312812,0.628633
agent_1115,0.758478,0.753835,0.407368,0.066203
agent_1116,0.548490,0.775033,0.646410,0.537190
agent_1117,0.812020,0.775015,0.390261,0.229949
agent_1118,0.705988,0.750670,0.395121,0.460576
agent_1119,0.588009,0.696477,0.265760,0.363908
agent_1120,0.626229,0.819671,0.247330,0.044824
agent_1121,0.410441,0.752564,0.505262,0.460218
agent_1122,0.656570,0.571783,0.475096,0.000000
agent_1123,0.548265,0.944270,0.488100,0.410347
agent_1124,0.526444,0.644761,0.508062,0.000000
agent_1125,0.723580,0.861038,0.333209,0.774149
agent_1126,0.615392,0.832816,0.345782,0.061405
agent_1127,0.592230,0.595877,0.164210,0.225413
agent_1128,0.581349,0.712690,0.339277,0.000000
agent_1129,0.741513,0.902200,0.383854,1.000000
agent_1130,0.813337,0.791200,0.289708,0.371560
agent_1131,0.554988,0.767962,0.523343,0.000000
agent_1132,0.601928,0.855185,0.447551,0.000000
agent_1133,0.673650,0.769125,0.310440,0.625202
agent_1134,0.612920,0.894819,0.467991,0.175793
agent_1135,0.697666,0.782447,0.412358,0.250941
agent_1136,0.405534,0.677559,0.540858,0.409839
agent_1137,0.673990,0.729441,0.460563,0.368908
agent_1138,0.348603,0.793936,0.297572,0.000000
agent_1139,0.652951,0.636277,0.505829,0.000000
agent_1140,0.508591,0.852823,0.394496,0.000000
agent_1141,0.613497,0.821205,0.349668,0.000000
agent_1142,0.522381,1.000000,0.589127,0.192905
agent_1143,0.551109,0.825617,0.378953,0.000000
agent_1144,0.549911,0.791297,0.401052,0.339719
agent_1145,0.460668,0.707266,0.272827,0.209090
agent_1146,0.495925,0.792369,0.443228,0.652159
agent_1147,0.632047,0.698703,0.403382,0.000000
agent_1148,0.634944,0.891062,0.570072,0.250592
agent_1149,0.542362,0.742180,0.405544,0.000000
agent_1150,0.590906,0.855948,0.430936,0.702126
agent_1151,0.465048,0.621563,0.369094,0.206588
agent_1152,0.455115,0.803116,0.317763,0.096369
agent_1153,0.449302,0.813279,0.353711,0.123426
agent_1154,0.803510,0.868857,0.387026,0.229508
agent_1155,0.269282,0.662427,0.338148,0.005562
agent_1156,0.679123,0.724763,0.385312,0.097061
agent_1157,0.493535,0.708162,0.470239,0.000000
agent_1158,0.636669,0.856061,0.307645,0.277564
agent_1159,0.724654,0.861087,0.395349,0.000000
agent_1160,0.644749,0.848634,0.375047,0.467228
agent_1161,0.451563,0.876159,0.326681,0.000000
agent_1162,0.507509,0.755030,0.379258,0.559482
agent_1163,0.614977,0.867375,0.285656,0.489961
agent_1164,0.532393,0.769857,0.485347,0.084780
agent_1165,0.644505,0.667154,0.370308,0.128405
agent_1166,0.513168,0.513106,0.385639,0.250351
agent_1167,0.656490,1.000000,0.477022,0.828980
agent_1168,0.580453,0.672949,0.468542,0.200730
agent_1169,0.510025,0.717319,0.449927,0.153381
agent_1170,0.631188,0.756432,0.393856,0.365501
agent_1171,0.485425,0.883470,0.248281,0.532023
agent_1172,0.488107,0.942690,0.549203,0.550525
agent_1173,0.652268,0.804185,0.436852,0.000000
agent_1174,0.696317,0.938564,0.513501,0.000000
agent_1175,0.547307,0.813613,0.321144,0.202839
agent_1176,0.408676,0.824888,0.395834,0.000000
agent_1177,0.568840,0.940741,0.408420,0.000000
agent_1178,0.636770,0.726553,0.629680,0.340811
agent_1179,0.461026,0.839277,0.314289,0.000000
agent_1180,0.638718,0.864152,0.237764,0.000000
agent_1181,0.706929,0.639967,0.484790,0.000000
agent_1182,0.496250,0.836399,0.393292,0.585920
agent_1183,0.606283,0.912622,0.231034,0.000000
agent_1184,0.535659,0.824251,0.352595,0.770282
agent_1185,0.562571,0.995642,0.500546,0.000000
agent_1186,0.656556,0.734148,0.410015,0.000000
agent_1187,0.582979,0.753508,0.465108,0.370722
agent_1188,0.505328,0.786814,0.484627,0.000000
agent_1189,0.728269,0.828059,0.265598,0.000000
agent_1190,0.458871,0.790511,0.304955,0.516189
agent_1191,0.713261,0.766454,0.366481,0.733708
agent_1192,0.709826,0.754026,0.401840,0.298886
agent_1193,0.687369,0.724495,0.554869,0.163481
agent_1194,0.607401,1.000000,0.391454,0.172347
agent_1195,0.637784,0.824805,0.343504,0.132917
agent_1196,0.669734,0.610485,0.566854,0.000000
agent_1197,0.534447,0.767889,0.440667,1.000000
agent_1198,0.564346,0.713650,0.342680,0.505623
agent_1199,0.567378,0.927550,0.365572,0.007506
agent_1200,0.621952,0.775427,0.376970,0.000000
agent_1201,0.585671,0.890825,0.232605,0.329377
agent_1202,0.519888,0.845056,0.312248,0.121440
agent_1203,0.714401,0.735482,0.338790,0.000000
agent_1204,0.692232,0.801754,0.316755,0.000000
agent_1205,0.572164,0.872741,0.492583,0.322977
agent_1206,0.729812,0.801194,0.352411,0.447000
agent_1207,0.423019,0.692331,0.378832,0.221472
agent_1208,0.604176,0.863834,0.238291,0.750482
agent_1209,0.655576,0.737459,0.526834,0.443328
agent_1210,0.746560,0.865298,0.460859,0.394882
agent_1211,0.618286,0.892117,0.284159,0.000574
agent_1212,0.689000,0.839208,0.581418,0.609337
agent_1213,0.522307,0.904685,0.228343,0.432465
agent_1214,0.501359,0.756378,0.431706,0.411017
agent_1215,0.701822,0.726140,0.480918,0.425395
agent_1216,0.641414,0.696437,0.519029,0.169956
agent_1217,0.487468,0.855991,0.243265,0.068930
agent_1218,0.703963,0.720613,0.351285,0.749822
agent_1219,0.631257,0.873166,0.343173,0.000000
agent_1220,0.528280,0.758471,0.405186,0.000000
agent_1221,0.700788,0.712641,0.211815,0.857983
agent_1222,0.591832,0.969987,0.111507,0.323722
agent_1223,0.666575,0.655557,0.351260,0.000000
agent_1224,0.497500,0.716485,0.461040,0.400864
agent_1225,0.557187,0.807220,0.355775,0.000000
agent_1226,0.537788,0.599093,0.471322,0.361288
agent_1227,0.431835,0.832293,0.326090,0.000000
agent_1228,0.511658,0.798356,0.322113,0.000000
agent_1229,0.580184,0.845491,0.488488,0.441379
agent_1230,0.835471,0.942947,0.332370,0.344089
agent_1231,0.660568,0.818763,0.432138,0.000000
agent_1232,0.679300,0.723972,0.442423,0.753971
agent_1233,0.474257,0.745793,0.244466,0.000000
agent_1234,0.720972,0.686365,0.099726,0.736888
agent_1235,0.726052,0.834721,0.439565,0.930346
agent_1236,0.563537,0.733741,0.527396,0.457838
agent_1237,0.570934,0.663323,0.311684,0.000000
agent_1238,0.677790,0.828159,0.454447,0.000000
agent_1239,0.550780,0.730285,0.436205,0.000000
agent_1240,0.555284,0.797464,0.268619,0.403633
agent_1241,0.585206,0.740904,0.432383,0.000000
agent_1242,0.465127,0.856489,0.404393,0.000000
agent_1243,0.770721,0.975453,0.476290,0.412763
agent_1244,0.609520,1.000000,0.242999,0.000000
agent_1245,0.579330,0.779576,0.226503,0.389093
agent_1246,0.562753,0.857057,0.519712,0.288846
agent_1247,0.631853,0.798340,0.345890,0.897815
agent_1248,0.446977,0.647438,0.509364,0.724415
agent_1249,0.706568,0.699491,0.295335,0.113648
agent_1250,0.604659,0.653802,0.439622,0.170990
agent_1251,0.501379,0.768107,0.380058,0.094213
agent_1252,0.597537,0.767232,0.403727,0.000000
agent_1253,0.444240,0.710954,0.541162,0.402871
agent_1254,0.587989,0.710756,0.632752,0.182713
agent_1255,0.633220,0.593578,0.196512,0.000000
agent_1256,0.572147,0.963790,0.404608,0.000000
agent_1257,0.618162,0.799277,0.265268,0.051000
agent_1258,0.541703,0.794304,0.494944,0.000000
agent_1259,0.630277,0.851334,0.384861,0.000000
agent_1260,0.693653,0.922385,0.494027,0.420628
agent_1261,0.554555,0.962897,0.295604,0.165016
agent_1262,0.623422,0.853799,0.380805,0.000000
agent_1263,0.657249,0.801515,0.565496,0.337532
agent_1264,0.552646,0.934427,0.285969,0.658347
agent_1265,0.765677,0.798739,0.219284,0.000000
agent_1266,0.581983,0.827931,0.347739,0.000000
agent_1267,0.708048,0.893832,0.500292,0.437689
agent_1268,0.533234,0.761896,0.425397,0.653317
agent_1269,0.733227,1.000000,0.216781,0.511139
agent_1270,0.612880,0.709145,0.341734,0.000000
agent_1271,0.627868,0.836295,0.395980,0.775778
agent_1272,0.619484,0.739199,0.307805,0.000000
agent_1273,0.762584,0.885118,0.448393,0.108234
agent_1274,0.606067,0.741502,0.359730,0.099560
agent_1275,0.606754,0.867649,0.506187,0.430828
agent_1276,0.466819,0.617661,0.406380,0.000000
agent_1277,0.609227,0.788523,0.418616,0.058451
agent_1278,0.584116,0.817118,0.316112,0.102814
agent_1279,0.553091,0.696812,0.527169,0.188105
agent_1280,0.619849,0.630801,0.404658,0.509371
agent_1281,0.559724,0.640046,0.378417,0.422993
agent_1282,0.281526,0.828972,0.579494,0.684008
agent_1283,0.776426,0.804735,0.375913,0.361167
agent_1284,0.679395,0.846908,0.499521,0.281486
agent_1285,0.520273,0.698708,0.359175,0.283697
agent_1286,0.688600,0.825266,0.551467,0.000000
agent_1287,0.700903,0.872023,0.418056,0.597874
agent_1288,0.574726,0.787169,0.466573,0.000000
agent_1289,0.611882,0.858276,0.386446,0.526948
agent_1290,0.489491,0.849378,0.540734,0.395137
agent_1291,0.659020,0.832870,0.361274,0.429188
agent_1292,0.588326,0.790252,0.512153,0.078119
agent_1293,0.527283,0.862590,0.374817,0.299748
agent_1294,0.640128,0.833914,0.323224,0.000000
agent_1295,0.817303,0.767254,0.653745,0.887626
agent_1296,0.584089,0.670549,0.379560,0.000000
agent_1297,0.366807,0.885960,0.572940,0.000000
agent_1298,0.692588,0.819325,0.318532,0.425273
agent_1299,0.568644,0.876295,0.409918,0.707552
agent_1300,0.426089,0.808815,0.336795,0.728341
agent_1301,0.551338,0.684242,0.315490,0.000000
agent_1302,0.704206,0.804959,0.225963,0.690710
agent_1303,0.521185,0.876593,0.304100,0.000000
agent_1304,0.577006,0.849662,0.438332,0.934393
agent_1305,0.670562,0.689723,0.529280,0.550395
agent_1306,0.576199,0.751315,0.584346,0.000000
agent_1307,0.602970,0.837249,0.504811,0.594277
agent_1308,0.694468,0.777554,0.409364,0.124018
agent_1309,0.563963,0.755989,0.362800,0.762532
agent_1310,0.737706,0.568516,0.458518,0.315549
agent_1311,0.728864,0.789453,0.336988,0.000000
agent_1312,0.757628,0.635345,0.465701,0.027893
agent_1313,0.438359,0.937110,0.287471,0.136744
agent_1314,0.511884,0.832194,0.444780,0.000000
agent_1315,0.674352,0.771967,0.243237,1.000000
agent_1316,0.581572,0.815576,0.631223,0.000000
agent_1317,0.602298,0.541791,0.498557,0.662141
agent_1318,0.666256,0.622382,0.477594,0.000000
agent_1319,0.580589,0.689394,0.387380,1.000000
agent_1320,0.448650,0.802576,0.281854,0.230011
agent_1321,0.597458,0.804853,0.350489,0.183177
agent_1322,0.604872,0.747498,0.391052,0.033124
agent_1323,0.611715,0.862050,0.364172,0.000000
agent_1324,0.537174,0.972050,0.421267,0.322676
agent_1325,0.451555,0.866758,0.405915,0.242073
agent_1326,0.644864,0.619846,0.448906,0.761203
agent_1327,0.782872,0.916864,0.456614,0.415571
agent_1328,0.634082,0.791293,0.480534,0.000000
agent_1329,0.563692,0.791908,0.344871,0.000000
agent_1330,0.653612,0.847696,0.280935,0.000000
agent_1331,0.551580,0.798986,0.418136,1.000000
agent_1332,0.513946,0.971100,0.425487,0.000000
agent_1333,0.431005,0.780194,0.413216,0.374391
agent_1334,0.468087,0.835877,0.574826,0.233374
agent_1335,0.631233,0.723150,0.478157,0.223805
agent_1336,0.561504,0.881154,0.453554,0.000000
agent_1337,0.596740,0.858273,0.225685,0.093933
agent_1338,0.461188,0.803846,0.376935,0.000000
agent_1339,0.576037,0.804100,0.386349,0.133689
agent_1340,0.484981,0.671309,0.554349,0.000000
agent_1341,0.611624,0.964176,0.552500,0.626821
agent_1342,0.431459,0.644864,0.653780,0.001256
agent_1343,0.792136,0.649599,0.216654,0.342948
agent_1344,0.665180,0.984904,0.409662,0.000000
agent_1345,0.493463,0.683410,0.248675,0.128997
agent_1346,0.802962,0.811761,0.425505,0.583156
agent_1347,0.516053,0.896546,0.370080,0.000000
agent_1348,0.761822,0.580837,0.457057,0.000000
agent_1349,0.406133,0.902169,0.377973,0.526663
agent_1350,0.607285,0.828137,0.163304,0.624189
agent_1351,0.658305,0.905856,0.433593,1.000000
agent_1352,0.727122,0.850060,0.461527,0.000000
agent_1353,0.656283,0.838463,0.215856,0.158063
agent_1354,0.513360,0.767134,0.353660,0.000000
agent_1355,0.667438,1.000000,0.354638,0.416542
agent_1356,0.605913,0.575399,0.369073,0.210609
agent_1357,0.544129,0.736452,0.310501,0.281393
agent_1358,0.544644,0.753626,0.361836,0.041294
agent_1359,0.708157,0.851245,0.377957,0.613621
agent_1360,0.815582,0.894028,0.229092,0.293504
agent_1361,0.690404,0.716458,0.315252,0.000000
agent_1362,0.587187,0.832340,0.549540,0.514266
agent_1363,0.748722,0.719877,0.178873,0.234590
agent_1364,0.604156,0.790055,0.294657,0.000000
agent_1365,0.653963,0.757765,0.432221,0.000000
agent_1366,0.525018,0.891160,0.301723,0.080176
agent_1367,0.858246,0.726698,0.379129,0.448314
agent_1368,0.715538,0.826188,0.386738,0.171861
agent_1369,0.730782,1.000000,0.452194,0.023706
agent_1370,0.549188,0.856501,0.291837,0.072089
agent_1371,0.514318,0.705588,0.396024,0.591765
agent_1372,0.567830,0.760855,0.244008,0.306019
agent_1373,0.493160,0.873735,0.454843,0.531105
agent_1374,0.563469,0.635849,0.472973,0.000000
agent_1375,0.438138,0.848650,0.531996,0.000000
agent_1376,0.673859,0.627210,0.491823,0.160943
agent_1377,0.524374,0.655607,0.474850,0.751541
agent_1378,0.519770,0.712244,0.428589,0.000000
agent_1379,0.721492,0.870335,0.359334,0.015857
agent_1380,0.632228,0.876853,0.330182,0.686065
agent_1381,0.558958,0.765724,0.506508,0.114207
agent_1382,0.526260,0.750744,0.405571,1.000000
agent_1383,0.553137,0.708488,0.226348,0.284174
agent_1384,0.653670,0.752880,0.401979,1.000000
agent_1385,0.512363,0.712738,0.494538,0.000000
agent_1386,0.645264,0.858282,0.478851,0.151339
agent_1387,0.749222,0.763863,0.347417,0.721595
agent_1388,0.305614,0.916603,0.134130,0.000000
agent_1389,0.628628,0.818070,0.382457,0.057672
agent_1390,0.673732,0.740143,0.518916,0.000000
agent_1391,0.577327,0.760771,0.623391,1.000000
agent_1392,0.613040,0.827218,0.368212,0.000000
agent_1393,0.584227,0.764265,0.337330,0.099845
agent_1394,0.642849,0.787419,0.341697,0.332669
agent_1395,0.469861,0.582722,0.428216,1.000000
agent_1396,0.553831,0.741668,0.254902,0.000000
agent_1397,0.607720,0.868000,0.503906,0.088379
agent_1398,0.485140,0.816461,0.440470,0.650015
agent_1399,0.758829,0.819182,0.360109,0.007993
agent_1400,0.674593,0.730019,0.291572,0.230680
agent_1401,0.340224,0.808396,0.452078,0.345221
agent_1402,0.525887,0.826149,0.595015,0.000000
agent_1403,0.554774,0.780731,0.291933,0.135687
agent_1404,0.688422,0.709216,0.470521,0.000000
agent_1405,0.537033,0.762984,0.355356,0.420014
agent_1406,0.550445,0.763669,0.365970,0.283237
agent_1407,0.727626,0.905741,0.504015,0.201825
agent_1408,0.569499,0.852131,0.289172,0.529057
agent_1409,0.665675,0.793883,0.522169,0.000000
agent_1410,0.726606,0.942121,0.332821,0.372731
agent_1411,0.518178,0.801581,0.507854,0.160086
agent_1412,0.519837,0.798059,0.469590,0.077795
agent_1413,0.661241,0.935698,0.330137,0.375401
agent_1414,0.500971,0.688968,0.414241,0.042822
agent_1415,0.719274,0.780685,0.384075,1.000000
agent_1416,0.572293,0.791302,0.495392,0.376804
agent_1417,0.557987,0.778870,0.503454,0.010956
agent_1418,0.579243,0.897180,0.409300,0.000000
agent_1419,0.516167,0.838545,0.427865,0.444819
agent_1420,0.362899,0.739973,0.239179,0.000000
agent_1421,0.641368,0.724735,0.423186,0.000000
agent_1422,0.540383,0.824022,0.180772,0.000000
agent_1423,0.563317,0.739754,0.306509,0.000000
agent_1424,0.690129,0.829089,0.417882,0.686200
agent_1425,0.609110,0.727513,0.344838,0.000000
agent_1426,0.436798,0.713499,0.363448,0.691055
agent_1427,0.560440,0.753666,0.292061,0.509343
agent_1428,0.504859,0.630354,0.414177,0.199004
agent_1429,0.510615,0.782036,0.531479,0.000000
agent_1430,0.505191,0.927788,0.456143,0.152880
agent_1431,0.394371,0.567947,0.452740,0.720274
agent_1432,0.540252,0.734256,0.610797,0.000000
agent_1433,0.584118,0.652890,0.294601,0.616563
agent_1434,0.640887,0.774968,0.268979,0.047603
agent_1435,0.704838,0.889606,0.376386,0.307755
agent_1436,0.479598,0.704907,0.300977,0.456421
agent_1437,0.467746,0.880730,0.541754,0.818058
agent_1438,0.615591,0.863313,0.186907,1.000000
agent_1439,0.595337,0.604629,0.374444,0.584607
agent_1440,0.653143,0.782528,0.361305,0.154271
agent_1441,0.721623,0.796139,0.210495,0.362139
agent_1442,0.478674,0.874589,0.379213,0.350917
agent_1443,0.670062,0.882046,0.328613,0.000000
agent_1444,0.639722,0.955992,0.446946,0.703346
agent_1445,0.537122,0.712887,0.505467,0.000000
agent_1446,0.612762,0.714241,0.440446,0.000000
agent_1447,0.698932,0.666922,0.631730,0.231140
agent_1448,0.533252,0.820546,0.543894,0.366872
agent_1449,0.589967,0.682506,0.367064,0.089193
agent_1450,0.674043,0.812054,0.496304,0.576637
agent_1451,0.467282,0.857715,0.446463,0.097305
agent_1452,0.711392,0.786517,0.239609,0.163167
agent_1453,0.559812,0.747619,0.606358,0.000000
agent_1454,0.586517,0.935139,0.361560,0.000000
agent_1455,0.547203,0.856598,0.273016,0.135136
agent_1456,0.774778,0.827563,0.419499,0.239967
agent_1457,0.781298,0.748791,0.401128,0.313787
agent_1458,0.625315,0.708057,0.401361,0.169360
agent_1459,0.618858,0.680170,0.339489,0.366829
agent_1460,0.609872,0.798476,0.435830,0.511407
agent_1461,0.530650,0.899565,0.429389,0.232269
agent_1462,0.688480,0.977123,0.242825,0.000000
agent_1463,0.661103,0.827386,0.312913,0.005800
agent_1464,0.555931,0.631589,0.434574,0.109520
agent_1465,0.669634,0.623050,0.329639,0.594432
agent_1466,0.484135,0.872008,0.454927,0.305262
agent_1467,0.617783,0.920413,0.413465,0.470374
agent_1468,0.498564,0.926278,0.256724,0.330525
agent_1469,0.531949,0.791746,0.425921,0.148945
agent_1470,0.406421,0.770478,0.616287,0.000000
agent_1471,0.653880,0.885594,0.310573,0.134789
agent_1472,0.754606,0.944099,0.354412,0.234861
agent_1473,0.491470,0.675265,0.440522,0.000000
agent_1474,0.543175,0.810736,0.356169,0.000000
agent_1475,0.612009,0.708545,0.401971,0.203044
agent_1476,0.568577,0.703588,0.372151,0.257606
agent_1477,0.648117,0.664444,0.463044,0.243891
agent_1478,0.684942,0.755168,0.489170,0.474770
agent_1479,0.450884,0.979478,0.640135,0.000000
agent_1480,0.609372,0.853451,0.463991,0.144745
agent_1481,0.662415,0.767267,0.340796,0.744247
agent_1482,0.567694,0.665684,0.419663,0.520909
agent_1483,0.479713,0.780531,0.412492,0.504781
agent_1484,0.535042,0.876464,0.366944,0.591856
agent_1485,0.600596,0.862220,0.352042,0.000000
agent_1486,0.621792,0.944916,0.512102,1.000000
agent_1487,0.682742,0.721681,0.447700,0.569093
agent_1488,0.683546,0.763730,0.260022,0.378515
agent_1489,0.457265,0.849923,0.464870,0.000000
agent_1490,0.808154,0.740740,0.355941,0.565040
agent_1491,0.508229,0.767024,0.382976,0.000000
agent_1492,0.680818,0.973846,0.243069,0.842383
agent_1493,0.505847,0.625843,0.340183,0.000000
agent_1494,0.643741,0.800075,0.612715,0.019801
agent_1495,0.677079,0.789851,0.445364,0.073554
agent_1496,0.558943,0.639081,0.448723,0.000000
agent_1497,0.580657,0.962998,0.475265,0.486354
agent_1498,0.649413,0.783344,0.398449,0.368475
agent_1499,0.695730,0.871984,0.451939,0.000000
agent_1500,0.613604,0.810260,0.438270,0.212869
agent_1501,0.557845,0.844752,0.499304,0.000000
agent_1502,0.654222,0.833484,0.442642,0.201588
agent_1503,0.526106,0.828684,0.269069,0.138902
agent_1504,0.586955,0.992914,0.348044,1.000000
agent_1505,0.490845,0.796739,0.469173,0.486655
agent_1506,0.842038,0.715580,0.265800,0.063547
agent_1507,0.732018,0.951577,0.371707,0.158240
agent_1508,0.681823,0.895272,0.475690,0.763798
agent_1509,0.839258,0.726916,0.168779,0.000000
agent_1510,0.690040,0.782594,0.490476,0.000000
agent_1511,0.567367,0.936692,0.392160,0.671039
agent_1512,0.701857,0.740467,0.497781,0.000000
agent_1513,0.665138,0.921919,0.502613,0.000000
agent_1514,0.529023,0.680660,0.468034,0.000000
agent_1515,0.481301,0.886997,0.393442,0.662136
agent_1516,0.591634,0.897233,0.320076,0.085238
agent_1517,0.776429,0.695889,0.494271,0.000000
agent_1518,0.490666,0.890384,0.536741,0.175014
agent_1519,0.565000,0.885746,0.553708,0.162440
agent_1520,0.593183,0.864292,0.397453,0.041595
agent_1521,0.580440,0.695450,0.356485,0.000000
agent_1522,0.617309,0.800338,0.465371,0.525196
agent_1523,0.604692,0.838361,0.361166,0.720797
agent_1524,0.758671,0.641253,0.608728,0.281964
agent_1525,0.659746,0.811977,0.453080,0.039356
agent_1526,0.695694,0.917460,0.295169,0.317704
agent_1527,0.649385,0.813781,0.469486,0.000000
agent_1528,0.726042,0.793241,0.390855,0.519322
agent_1529,0.393466,0.656040,0.396007,0.273371
agent_1530,0.563065,0.772661,0.579502,0.000000
agent_1531,0.497638,0.836602,0.398928,0.541871
agent_1532,0.599396,0.932378,0.420045,0.379772
